STATE,MONTH_NAME,TOR_F_SCALE,TOR_WIDTH,TOR_LENGTH,DEATHS_DIRECT,CZ_NAME
New York,July,EF1,65.0,1.3,0,ONEIDA
Alabama,April,EF0,50.0,0.06,0,JACKSON
North Carolina,April,EF3,350.0,20.99,0,BEAUFORT
Arkansas,May,EF1,50.0,1.66,0,POPE
Indiana,June,EF1,400.0,1.42,0,MARSHALL
Kansas,April,EF0,10.0,0.1,0,RAWLINS
Oklahoma,May,EF0,50.0,0.12,0,COMANCHE
Oklahoma,May,EF0,400.0,1.5,0,COMANCHE
North Carolina,April,EF0,50.0,0.47,0,PASQUOTANK
Indiana,February,EF0,40.0,7.48,0,MONTGOMERY
Indiana,February,EF0,25.0,0.04,0,RUSH
Montana,June,EF0,15.0,0.07,0,GARFIELD
Texas,June,EF0,75.0,0.04,0,GALVESTON
Georgia,May,EF0,100.0,1.72,0,DODGE
Alabama,February,EF1,500.0,2.67,0,LAUDERDALE
Tennessee,June,EF1,200.0,4.75,0,LAKE
Wisconsin,June,EF1,600.0,8.18,0,GRANT
South Carolina,June,EF0,50.0,0.01,0,BEAUFORT
Indiana,July,EF1,50.0,0.93,0,LAGRANGE
Indiana,October,EF1,150.0,3.75,0,POSEY
Mississippi,November,EF1,100.0,2.65,0,JONES
Florida,May,EF0,50.0,0.45,0,HILLSBOROUGH
Louisiana,September,EF1,350.0,2.44,0,RED RIVER
Montana,July,EF0,100.0,1.0,0,WIBAUX
Montana,May,EF0,25.0,0.1,0,CUSTER
Florida,June,EF0,20.0,1.24,0,LEE
South Dakota,June,EF2,200.0,2.22,0,JERAULD
Indiana,July,EF1,150.0,4.49,0,WABASH
New York,July,EF1,600.0,1.0,0,ONEIDA
Pennsylvania,July,EF0,50.0,0.9,0,LUZERNE
New York,July,EF1,125.0,3.5,0,SCHUYLER
Pennsylvania,July,EF1,500.0,4.5,0,BRADFORD
Iowa,August,EF0,25.0,0.83,0,EMMET
Iowa,August,EF0,100.0,3.05,0,CARROLL
Iowa,August,EF0,55.0,1.96,0,BUTLER
Iowa,August,EF0,85.0,0.76,0,BREMER
Iowa,August,EF0,360.0,6.07,0,WEBSTER
Iowa,August,EF0,30.0,2.24,0,HAMILTON
Iowa,August,EF0,25.0,1.67,0,WEBSTER
Iowa,August,EF1,100.0,5.33,0,WEBSTER
Iowa,August,EF0,200.0,1.39,0,HARDIN
Iowa,August,EF0,110.0,9.48,0,DALLAS
Iowa,August,EF1,150.0,1.13,0,HARDIN
Iowa,August,EF0,280.0,6.21,0,HAMILTON
Iowa,August,EF0,60.0,3.72,0,HAMILTON
Iowa,August,EF0,45.0,4.49,0,GREENE
Iowa,August,EF0,75.0,2.59,0,GREENE
Iowa,August,EF0,65.0,1.71,0,BUTLER
Iowa,August,EF0,100.0,5.41,0,BREMER
Iowa,August,EF0,95.0,5.07,0,WEBSTER
Iowa,August,EF0,200.0,3.34,0,CARROLL
Iowa,August,EF1,190.0,2.28,0,WEBSTER
Iowa,August,EF0,60.0,1.18,0,HAMILTON
Iowa,August,EF1,150.0,1.55,0,HARDIN
Iowa,August,EF0,170.0,5.86,0,WRIGHT
Iowa,August,EF0,60.0,2.17,0,HARDIN
Iowa,August,EF0,60.0,1.35,0,HAMILTON
Iowa,August,EF0,50.0,1.15,0,HAMILTON
Iowa,August,EF0,140.0,2.71,0,CARROLL
Iowa,August,EF0,50.0,0.21,0,BUTLER
Iowa,August,EF0,130.0,2.07,0,BLACK HAWK
Iowa,August,EF0,60.0,2.13,0,SAC
Iowa,August,EF0,400.0,2.85,0,WEBSTER
Iowa,August,EF0,205.0,2.34,0,HAMILTON
Iowa,August,EF0,330.0,5.49,0,CRAWFORD
Iowa,August,EF0,75.0,2.41,0,FRANKLIN
Iowa,August,EF0,340.0,1.73,0,HAMILTON
Iowa,August,EF1,90.0,3.91,0,BOONE
Iowa,August,EF0,200.0,2.13,0,CRAWFORD
Iowa,August,EF0,85.0,2.2,0,BUTLER
Iowa,August,EF0,75.0,1.66,0,GRUNDY
Iowa,August,EF0,70.0,1.89,0,BREMER
Iowa,August,EF0,180.0,3.72,0,GREENE
Iowa,August,EF0,80.0,3.22,0,BLACK HAWK
Iowa,August,EF0,570.0,6.42,0,WEBSTER
Iowa,August,EF0,90.0,5.42,0,HAMILTON
Iowa,August,EF0,90.0,4.96,0,CARROLL
Iowa,August,EF0,50.0,1.5,0,HAMILTON
Iowa,August,EF0,65.0,5.24,0,HAMILTON
Iowa,August,EF0,50.0,0.86,0,ADAIR
Arkansas,October,EF1,375.0,3.0,0,MADISON
Oklahoma,October,EF1,75.0,0.8,0,LE FLORE
Virginia,October,EF0,75.0,1.57,0,FAIRFAX
Virginia,October,EF0,75.0,0.75,0,ALEXANDRIA (C)
Maryland,October,EF0,75.0,0.3,0,HOWARD
West Virginia,July,EF1,50.0,0.27,0,MARION
Massachusetts,July,EF1,20.0,0.25,0,BERKSHIRE
Iowa,August,EF0,60.0,2.99,0,CHICKASAW
Iowa,August,EF0,80.0,3.89,0,HOWARD
Iowa,August,EF0,60.0,2.61,0,HOWARD
North Carolina,July,EF0,30.0,0.9,0,HERTFORD
Virginia,July,EF0,30.0,0.34,0,VIRGINIA BEACH (C)
Virginia,July,EF0,30.0,0.31,0,VIRGINIA BEACH (C)
Virginia,July,EF1,150.0,7.69,0,NORTHAMPTON
Virginia,July,EF0,30.0,0.25,0,NORFOLK (C)
West Virginia,July,EF1,50.0,1.73,0,MONONGALIA
Pennsylvania,July,EF1,150.0,2.46,0,MERCER
Illinois,June,EF0,295.0,4.4,0,KANKAKEE
Illinois,June,EF2,240.0,3.9,0,KANKAKEE
Illinois,June,EF0,120.0,0.7,0,KANKAKEE
Indiana,June,EF1,260.0,3.8,0,LAKE
Indiana,June,EF1,370.0,3.2,0,LAKE
Indiana,June,EF1,315.0,2.2,0,LAKE
Indiana,June,EF2,295.0,3.2,0,LAKE
Illinois,June,EF1,410.0,2.4,0,KANKAKEE
Illinois,June,EF0,165.0,0.1,0,KANKAKEE
Indiana,June,EF1,185.0,2.1,0,LAKE
Illinois,June,EF1,150.0,10.3,0,KANKAKEE
Indiana,June,EF1,285.0,4.5,0,LAKE
Indiana,June,EF1,175.0,8.6,0,LAKE
Indiana,June,EF1,300.0,6.3,0,JASPER
Indiana,June,EF1,100.0,1.92,0,JASPER
Indiana,June,EF1,395.0,2.4,0,NEWTON
Indiana,June,EF1,415.0,6.3,0,LAKE
Illinois,June,EF1,50.0,1.51,0,LA SALLE
Illinois,June,EF1,50.0,1.15,0,KENDALL
Illinois,June,EF0,50.0,2.16,0,GRUNDY
Illinois,June,EF1,75.0,3.06,0,WILL
Illinois,June,EF1,175.0,7.2,0,KANKAKEE
Illinois,June,EF0,45.0,3.1,0,KANKAKEE
Illinois,June,EF1,110.0,2.7,0,KANKAKEE
Illinois,June,EF1,450.0,5.5,0,KANKAKEE
Illinois,June,EF1,110.0,3.2,0,KANKAKEE
Ohio,July,EF1,200.0,6.72,0,MEDINA
Ohio,July,EF1,200.0,1.58,0,LORAIN
Ohio,July,EF1,200.0,1.57,0,MEDINA
Ohio,July,EF1,200.0,5.39,0,MAHONING
Illinois,June,EF1,100.0,1.61,0,GRUNDY
Illinois,June,EF2,300.0,6.44,0,LA SALLE
Mississippi,January,EF0,50.0,3.03,0,COPIAH
Mississippi,January,EF0,75.0,2.09,0,SCOTT
Minnesota,July,EF1,50.0,0.09,0,WABASHA
Ohio,August,EF2,250.0,2.8,0,PAULDING
Ohio,August,EF1,150.0,2.8,0,HENRY
Iowa,June,EF0,25.0,0.36,0,DICKINSON
Georgia,February,EF1,400.0,12.81,0,GRADY
Nebraska,May,EF0,30.0,0.48,0,CHEYENNE
Nebraska,May,EF0,30.0,0.83,0,CHEYENNE
Georgia,February,EF1,350.0,2.24,0,EARLY
Georgia,February,EF1,200.0,5.09,0,TERRELL
Georgia,February,EF1,75.0,0.2,0,LEE
West Virginia,June,EF1,200.0,0.36,0,BARBOUR
Washington,July,EF0,50.0,0.2,0,SPOKANE
New Jersey,July,EF0,75.0,2.8,0,WARREN
Montana,May,EF0,30.0,0.46,0,SHERIDAN
South Carolina,February,EF0,75.0,0.69,0,LEXINGTON
Alabama,February,EF1,350.0,1.63,0,HOUSTON
Alabama,February,EF1,900.0,3.66,0,HOUSTON
Alabama,February,EF0,100.0,0.4,0,HENRY
South Carolina,February,EF0,70.0,8.89,0,CHESTERFIELD
Illinois,September,EF2,75.0,6.26,0,CHAMPAIGN
Illinois,March,EF2,200.0,4.78,0,ROCK ISLAND
Alabama,February,EF1,300.0,1.09,0,HENRY
Kansas,May,EF2,440.0,0.38,0,ROOKS
Texas,May,EF1,50.0,2.86,0,BRAZOS
Alabama,February,EF1,200.0,1.01,0,HOUSTON
Alabama,February,EF0,200.0,2.76,0,HOUSTON
Alabama,February,EF1,200.0,2.03,0,HOUSTON
Kansas,May,EF1,500.0,2.82,0,ROOKS
California,January,EF0,20.0,0.67,0,SAN BENITO
Louisiana,February,EF0,10.0,0.78,0,JEFFERSON DAVIS
Alabama,February,EF1,150.0,0.5,0,HENRY
Florida,June,EF0,30.0,0.7,0,POLK
Alabama,February,EF0,200.0,1.79,0,DALE
Arkansas,March,EF1,300.0,6.36,0,CHICOT
Minnesota,June,EF0,20.0,3.78,0,PIPESTONE
Florida,April,EF0,50.0,0.13,0,PINELLAS
Florida,April,EF0,50.0,3.08,0,PASCO
Louisiana,March,EF1,50.0,0.18,0,ST. HELENA
Louisiana,March,EF1,250.0,4.6,0,TANGIPAHOA
Kansas,December,EF0,25.0,0.65,0,SEWARD
Alabama,February,EF1,50.0,4.53,0,COVINGTON
Florida,January,EF2,182.0,3.35,0,LEE
Mississippi,January,EF2,530.0,6.46,0,LAMAR
Mississippi,January,EF1,200.0,4.33,0,COPIAH
Florida,January,EF0,20.0,0.09,0,MONROE
Florida,January,EF1,45.0,0.19,0,LEE
Florida,January,EF1,75.0,0.8,0,MARTIN
Alabama,March,EF0,50.0,0.38,0,BUTLER
North Carolina,February,EF0,150.0,0.54,0,DUPLIN
North Carolina,February,EF1,100.0,0.17,0,DUPLIN
Louisiana,January,EF1,50.0,0.24,0,TANGIPAHOA
Florida,January,EF1,35.0,2.29,0,BROWARD
Florida,January,EF0,10.0,7.12,0,PALM BEACH
Florida,February,EF0,30.0,0.92,0,HILLSBOROUGH
Florida,February,EF0,50.0,0.22,0,CHARLOTTE
Florida,February,EF1,100.0,2.72,0,CHARLOTTE
Louisiana,February,EF0,50.0,0.58,0,JEFFERSON
Louisiana,February,EF1,250.0,3.15,0,ST. JOHN THE BAPTIST
Alabama,February,EF1,400.0,4.13,0,LAMAR
Alabama,February,EF0,1400.0,4.18,0,PICKENS
North Carolina,February,EF1,167.0,4.23,0,CARTERET
Florida,February,EF1,50.0,8.58,0,MANATEE
Tennessee,February,EF1,100.0,2.64,0,CROCKETT
Alabama,February,EF0,150.0,4.8,0,PICKENS
Florida,January,EF2,350.0,1.15,0,SARASOTA
Florida,January,EF2,300.0,9.2,2,MANATEE
Georgia,April,EF1,880.0,2.46,0,WARE
Alabama,February,EF1,300.0,2.22,0,MARION
Alabama,February,EF0,80.0,1.11,0,SHELBY
Mississippi,February,EF1,150.0,1.06,0,WAYNE
Georgia,April,EF1,250.0,3.45,0,CLAY
Florida,February,EF1,100.0,2.68,0,SANTA ROSA
Florida,January,EF0,50.0,3.03,0,WALTON
Florida,January,EF0,50.0,1.17,0,CALHOUN
Mississippi,February,EF1,75.0,2.83,0,PEARL RIVER
Mississippi,February,EF1,150.0,9.52,0,PEARL RIVER
Louisiana,February,EF0,50.0,0.3,0,ST. HELENA
Mississippi,February,EF0,50.0,0.52,0,HINDS
Mississippi,February,EF1,200.0,2.51,0,WINSTON
Mississippi,February,EF2,300.0,17.08,0,KEMPER
Mississippi,February,EF1,250.0,5.0,0,WALTHALL
Mississippi,February,EF1,300.0,1.88,0,LEAKE
Mississippi,February,EF2,250.0,16.6,0,COPIAH
Illinois,April,EF0,25.0,4.94,0,MONTGOMERY
Kansas,May,EF0,50.0,1.81,0,SHAWNEE
Mississippi,February,EF0,100.0,2.1,0,SMITH
Mississippi,February,EF0,50.0,1.44,0,NOXUBEE
North Carolina,February,EF2,125.0,2.59,0,GRANVILLE
Mississippi,February,EF1,100.0,13.74,0,SIMPSON
Mississippi,February,EF1,250.0,2.72,0,SMITH
Kansas,March,EF0,50.0,0.5,0,COWLEY
Missouri,April,EF0,50.0,0.32,0,ST. CHARLES
Texas,March,EF0,100.0,0.29,0,ERATH
Texas,March,EF1,100.0,2.19,0,ERATH
Texas,April,EF1,820.0,5.58,0,HARRISON
Mississippi,February,EF2,880.0,10.03,0,LAUDERDALE
Louisiana,February,EF0,50.0,3.32,0,IBERVILLE
Louisiana,February,EF0,200.0,1.61,0,ASCENSION
Louisiana,February,EF0,200.0,1.03,0,IBERVILLE
North Carolina,February,EF0,75.0,1.01,0,WAYNE
Mississippi,February,EF1,200.0,2.32,0,MARION
Mississippi,February,EF0,25.0,0.1,0,LAMAR
Texas,March,EF0,40.0,0.01,0,HOOD
Louisiana,February,EF3,350.0,7.78,0,ASSUMPTION
Louisiana,February,EF2,350.0,12.95,2,ST. JAMES
Louisiana,February,EF0,25.0,0.38,0,ST. TAMMANY
Ohio,March,EF1,40.0,2.98,0,MONTGOMERY
Mississippi,February,EF1,100.0,1.45,0,SMITH
Mississippi,February,EF1,75.0,1.42,0,LAMAR
Mississippi,February,EF0,75.0,3.92,0,FORREST
North Carolina,February,EF2,125.0,2.48,0,VANCE
Louisiana,February,EF2,250.0,4.69,0,ST. JOHN THE BAPTIST
Pennsylvania,February,EF1,100.0,1.09,0,BRADFORD
Georgia,March,EF0,50.0,0.29,0,GRADY
Missouri,March,EF1,200.0,3.17,0,BARRY
Ohio,March,EF1,150.0,2.25,0,DARKE
Texas,April,EF0,20.0,0.02,0,LA SALLE
Mississippi,February,EF2,100.0,5.63,1,LAMAR
Mississippi,February,EF0,100.0,1.15,0,YAZOO
Mississippi,February,EF0,40.0,0.62,0,SIMPSON
Texas,May,EF0,25.0,0.55,0,SAN PATRICIO
Alabama,February,EF0,75.0,2.46,0,MONTGOMERY
North Carolina,February,EF1,30.0,0.43,0,DURHAM
Texas,April,EF1,150.0,1.06,0,CHEROKEE
Kentucky,March,EF0,50.0,0.32,0,CALLOWAY
Louisiana,February,EF2,625.0,4.33,0,LIVINGSTON
Louisiana,February,EF0,75.0,1.5,0,ST. TAMMANY
Alabama,February,EF1,500.0,6.12,0,FAYETTE
Texas,April,EF1,350.0,6.63,0,HARRISON
Alabama,February,EF0,250.0,0.51,0,LEE
Texas,April,EF2,820.0,7.19,0,CHEROKEE
Alabama,February,EF2,1200.0,26.2,0,PICKENS
Alabama,February,EF0,250.0,6.58,0,RUSSELL
Alabama,February,EF1,400.0,4.98,0,PIKE
Kansas,May,EF1,75.0,5.3,0,MORRIS
Kansas,May,EF1,50.0,3.53,0,WABAUNSEE
Kansas,May,EF1,100.0,5.49,0,POTTAWATOMIE
Kentucky,March,EF0,50.0,0.38,0,CHRISTIAN
Alabama,February,EF1,400.0,6.8,0,RUSSELL
Pennsylvania,February,EF2,400.0,4.87,0,LANCASTER
Mississippi,February,EF1,110.0,11.2,0,KEMPER
Mississippi,February,EF1,75.0,0.46,0,LINCOLN
Texas,April,EF2,3221.0,7.38,0,SMITH
Texas,April,EF1,1126.0,5.56,0,UPSHUR
Texas,February,EF0,30.0,2.02,0,WHARTON
Mississippi,February,EF1,350.0,13.17,0,JASPER
Louisiana,February,EF0,20.0,0.32,0,AVOYELLES
Texas,March,EF1,150.0,1.91,0,NAVARRO
Louisiana,March,EF1,10.0,0.14,0,CALCASIEU
Texas,April,EF1,3221.0,13.0,0,WOOD
Mississippi,February,EF1,150.0,7.13,0,NEWTON
North Carolina,February,EF0,50.0,1.03,0,DAVIDSON
Texas,March,EF0,80.0,5.3,0,HENDERSON
Tennessee,March,EF1,100.0,2.01,0,BENTON
Kentucky,March,EF0,100.0,3.4,0,CHRISTIAN
North Carolina,February,EF1,100.0,1.67,0,DAVIDSON
Tennessee,March,EF0,50.0,0.71,0,LEWIS
Tennessee,March,EF0,350.0,0.4,0,LEWIS
Kentucky,March,EF2,200.0,15.46,0,CHRISTIAN
Kentucky,March,EF1,250.0,2.97,0,DAVIESS
Mississippi,February,EF1,150.0,6.59,0,NOXUBEE
Mississippi,February,EF1,50.0,0.68,0,NESHOBA
Louisiana,February,EF1,50.0,2.62,0,ST. MARY
Georgia,February,EF0,300.0,5.7,0,LIBERTY
Ohio,March,EF0,100.0,0.75,0,DARKE
Texas,April,EF1,200.0,5.77,0,HARRISON
Oklahoma,May,EF2,2500.0,3.4,0,BRYAN
Missouri,March,EF1,200.0,0.66,0,STONE
Oklahoma,May,EF0,50.0,0.46,0,COAL
Tennessee,March,EF1,75.0,1.46,0,HARDIN
Ohio,March,EF1,75.0,1.14,0,PREBLE
Ohio,March,EF0,60.0,0.68,0,MIAMI
North Carolina,February,EF0,50.0,0.48,0,BERTIE
Tennessee,March,EF0,350.0,3.09,0,PERRY
Arkansas,March,EF0,100.0,2.88,0,PHILLIPS
Arkansas,March,EF1,125.0,1.96,0,CROSS
Indiana,March,EF0,50.0,0.09,0,LA PORTE
Kansas,May,EF1,75.0,2.82,0,KEARNY
Kansas,May,EF0,75.0,4.8,0,KEARNY
Texas,April,EF1,50.0,2.22,0,JASPER
Iowa,April,EF1,50.0,1.7,0,MONTGOMERY
Georgia,April,EF2,250.0,11.45,0,CALHOUN
Florida,April,EF0,50.0,0.79,0,PINELLAS
Virginia,February,EF0,125.0,0.43,0,CAMPBELL
Michigan,March,EF0,150.0,1.34,0,CASS
Kentucky,April,EF0,125.0,4.16,0,DAVIESS
Kentucky,April,EF1,150.0,2.86,0,DAVIESS
Kansas,April,EF0,400.0,3.5,0,MORTON
Louisiana,April,EF1,50.0,0.47,0,ST. LANDRY
Oklahoma,March,EF1,450.0,0.8,0,OSAGE
Oklahoma,March,EF2,800.0,10.5,0,TULSA
Kentucky,April,EF0,30.0,0.3,0,HOPKINS
Kentucky,April,EF0,30.0,1.22,0,WEBSTER
Illinois,April,EF0,10.0,0.05,0,EFFINGHAM
Illinois,April,EF0,10.0,0.09,0,RICHLAND
Kansas,April,EF0,10.0,0.01,0,GEARY
Florida,February,EF3,300.0,12.57,0,ESCAMBIA
Oklahoma,March,EF1,120.0,2.7,0,NOWATA
Oklahoma,March,EF1,800.0,8.7,0,ROGERS
Oklahoma,March,EF2,550.0,6.4,0,ROGERS
Kansas,May,EF0,50.0,1.2,0,LANE
Alabama,March,EF1,275.0,0.32,0,BLOUNT
Alabama,March,EF0,50.0,2.09,0,LEE
Kansas,April,EF0,20.0,0.01,0,SHAWNEE
Alabama,February,EF2,300.0,3.88,0,ESCAMBIA
Oklahoma,March,EF0,100.0,2.5,0,CRAIG
Missouri,April,EF1,150.0,0.82,0,NEWTON
Texas,April,EF0,300.0,0.91,0,SCURRY
Illinois,March,EF1,100.0,1.87,0,FULTON
Kansas,May,EF3,300.0,8.52,0,NESS
Texas,April,EF0,250.0,0.92,0,MITCHELL
Florida,March,EF0,50.0,0.17,0,BROWARD
Kansas,May,EF1,900.0,1.0,0,KEARNY
Illinois,March,EF1,75.0,3.62,0,SANGAMON
Kansas,May,EF0,125.0,0.8,0,LANE
Arkansas,April,EF1,900.0,0.52,0,LAFAYETTE
Kentucky,March,EF0,75.0,4.49,0,MUHLENBERG
Arkansas,April,EF0,25.0,1.18,0,COLUMBIA
Illinois,March,EF0,200.0,3.68,0,PEORIA
Kansas,May,EF0,15.0,0.1,0,LANE
Mississippi,March,EF1,50.0,1.44,0,LAMAR
Indiana,March,EF1,30.0,0.51,0,NOBLE
Kansas,May,EF3,675.0,14.7,0,FORD
Kansas,May,EF0,50.0,0.7,0,FORD
Kansas,May,EF0,50.0,0.8,0,LANE
Kansas,May,EF0,50.0,1.7,0,LANE
Missouri,April,EF0,40.0,0.23,0,GREENE
Arkansas,April,EF1,130.0,0.37,0,COLUMBIA
Texas,April,EF0,400.0,6.54,0,PECOS
Illinois,March,EF2,440.0,7.55,0,PEORIA
Kansas,May,EF0,150.0,1.93,0,SCOTT
Kansas,May,EF1,100.0,6.4,0,SCOTT
Kansas,May,EF0,50.0,0.85,0,NESS
Mississippi,March,EF0,80.0,1.22,0,SMITH
Arkansas,March,EF1,100.0,1.44,0,CHICOT
Indiana,March,EF0,120.0,3.11,0,WHITE
Texas,April,EF2,400.0,1.0,0,SMITH
Mississippi,March,EF0,50.0,0.51,0,BOLIVAR
Arkansas,March,EF1,180.0,1.7,0,MONTGOMERY
Arkansas,March,EF1,850.0,4.81,0,SCOTT
Arkansas,March,EF0,50.0,0.45,0,PULASKI
Arkansas,March,EF0,50.0,1.26,0,PERRY
Indiana,March,EF1,60.0,0.74,0,WABASH
Kansas,April,EF1,150.0,12.25,0,REPUBLIC
Missouri,April,EF0,25.0,4.28,0,DAVIESS
Oklahoma,April,EF0,100.0,1.53,0,OKLAHOMA
Oklahoma,April,EF0,100.0,2.13,0,LOGAN
Kansas,May,EF0,50.0,1.34,0,LANE
Kansas,May,EF0,50.0,1.88,0,LANE
Indiana,March,EF1,30.0,0.14,0,TIPPECANOE
Arkansas,March,EF0,50.0,0.56,0,JEFFERSON
Arkansas,March,EF0,50.0,1.29,0,ARKANSAS
Kansas,May,EF0,75.0,2.5,0,HODGEMAN
Texas,April,EF1,380.0,3.14,0,SAN AUGUSTINE
Arkansas,March,EF0,50.0,1.22,0,ARKANSAS
Arkansas,March,EF1,300.0,2.6,0,DESHA
Georgia,April,EF1,1232.0,7.81,0,CLINCH
Kansas,May,EF0,15.0,0.1,0,LANE
California,April,EF0,5.0,0.1,0,STANISLAUS
Alabama,February,EF2,250.0,2.19,0,CONECUH
Texas,April,EF0,40.0,0.11,0,KENT
Texas,April,EF0,10.0,0.06,0,HALL
Arkansas,March,EF1,150.0,3.61,0,CHICOT
Arkansas,March,EF0,125.0,3.79,0,PHILLIPS
Illinois,September,EF0,10.0,0.1,0,VERMILION
Oklahoma,March,EF1,480.0,1.8,0,ADAIR
Arkansas,March,EF2,660.0,3.5,0,CRAWFORD
Arkansas,March,EF2,800.0,5.8,0,WASHINGTON
Mississippi,March,EF1,600.0,5.7,0,LOWNDES
Texas,April,EF0,50.0,0.01,0,DICKENS
Indiana,March,EF0,100.0,0.94,0,LA PORTE
Indiana,March,EF0,50.0,0.51,0,LA PORTE
Alabama,March,EF1,500.0,3.7,0,FAYETTE
Kansas,April,EF0,50.0,1.06,0,SUMNER
Nebraska,April,EF1,50.0,0.66,0,DOUGLAS
Texas,April,EF0,150.0,0.75,0,DICKENS
Virginia,February,EF3,400.0,16.89,1,APPOMATTOX
Alabama,March,EF1,25.0,0.14,0,ESCAMBIA
Virginia,February,EF1,800.0,1.4,0,PATRICK
Alabama,March,EF0,400.0,1.88,0,FAYETTE
Arkansas,April,EF1,900.0,1.16,0,COLUMBIA
Texas,April,EF1,50.0,0.69,0,TYLER
Nebraska,April,EF0,25.0,0.02,0,DOUGLAS
Nebraska,April,EF0,25.0,0.18,0,DOUGLAS
Nebraska,April,EF0,25.0,0.18,0,SAUNDERS
Indiana,May,EF1,70.0,4.33,0,PIKE
Kentucky,May,EF3,450.0,15.35,0,GRAVES
Colorado,April,EFU,150.0,3.85,0,KIOWA
Colorado,April,EFU,100.0,0.5,0,KIOWA
Colorado,April,EFU,100.0,1.2,0,KIOWA
Colorado,April,EFU,100.0,0.59,0,BENT
Oklahoma,April,EF1,200.0,2.0,0,PONTOTOC
Georgia,April,EF0,300.0,0.08,0,CRAWFORD
Kansas,April,EF0,100.0,0.3,0,SMITH
Missouri,April,EF1,100.0,5.46,0,WARREN
Missouri,April,EF0,15.0,2.01,0,AUDRAIN
Minnesota,June,EF1,400.0,2.95,0,LAKE OF THE WOODS
Nebraska,September,EF0,10.0,0.06,0,WASHINGTON
Kentucky,May,EF1,200.0,3.68,0,MARSHALL
Georgia,April,EF1,350.0,4.86,0,HOUSTON
Georgia,April,EF1,300.0,2.04,0,TWIGGS
Georgia,April,EF0,60.0,0.61,0,TWIGGS
Iowa,May,EF0,10.0,0.33,0,DAVIS
New York,August,EF0,10.0,0.22,0,LEWIS
Kentucky,May,EF1,100.0,1.69,0,CHRISTIAN
Georgia,April,EF0,100.0,0.26,0,WILKINSON
Georgia,April,EF0,300.0,1.27,0,TAYLOR
Iowa,May,EF0,25.0,0.05,0,SIOUX
Kansas,May,EF0,25.0,0.13,0,WICHITA
Illinois,May,EF0,30.0,0.05,0,FRANKLIN
Iowa,May,EF0,20.0,1.5,0,GUTHRIE
Oklahoma,May,EF1,900.0,8.0,0,CREEK
Kansas,April,EF1,125.0,1.8,0,MORTON
Oklahoma,April,EF1,450.0,3.8,0,OSAGE
Alabama,March,EF1,650.0,3.72,0,FAYETTE
Texas,May,EF1,120.0,0.15,0,BOWIE
Kansas,May,EF0,25.0,0.17,0,WICHITA
Kansas,May,EF0,25.0,0.11,0,WICHITA
Kansas,May,EF0,25.0,0.43,0,WICHITA
Oklahoma,May,EF1,350.0,1.8,0,OKMULGEE
South Dakota,May,EF0,25.0,0.09,0,LINCOLN
Texas,May,EF1,390.0,2.04,0,BOWIE
Colorado,May,EFU,50.0,0.09,0,KIOWA
Indiana,May,EF0,20.0,0.05,0,WARRICK
California,January,EF0,20.0,0.61,0,SAN BENITO
Texas,April,EF0,25.0,1.47,0,HASKELL
Oklahoma,April,EF1,900.0,6.9,0,OSAGE
Louisiana,May,EF0,50.0,0.05,0,PLAQUEMINES
Iowa,May,EF0,25.0,0.09,0,PLYMOUTH
Kansas,May,EF0,50.0,0.2,0,FORD
Kansas,May,EF0,90.0,2.7,0,FORD
Kansas,May,EF1,50.0,2.9,0,FORD
Texas,May,EF2,600.0,6.59,0,HALL
Texas,April,EF0,50.0,1.23,0,FISHER
Arkansas,April,EF1,600.0,9.1,0,BENTON
Arkansas,April,EF1,350.0,2.0,0,BENTON
Oklahoma,April,EF1,800.0,5.4,0,PAWNEE
Oklahoma,April,EF1,600.0,1.6,0,OSAGE
Missouri,April,EF0,40.0,0.03,0,KNOX
Kansas,May,EF1,50.0,1.4,0,FORD
Kansas,May,EF1,50.0,2.9,0,NESS
Kansas,May,EF0,125.0,1.1,0,HODGEMAN
Kansas,May,EF0,50.0,0.1,0,FORD
Kansas,May,EF0,150.0,6.2,0,NESS
Oklahoma,May,EF2,600.0,1.5,0,PONTOTOC
Colorado,May,EFU,100.0,1.0,0,KIOWA
Colorado,May,EFU,75.0,0.2,0,KIOWA
Illinois,May,EF0,20.0,0.05,0,HARDIN
Oklahoma,April,EF1,700.0,4.0,0,COMANCHE
Alabama,April,EF0,250.0,6.01,0,MONTGOMERY
Arkansas,April,EF1,300.0,2.4,0,CRAWFORD
Arkansas,April,EF1,500.0,3.2,0,FRANKLIN
Arkansas,April,EF1,500.0,6.2,0,MADISON
Oklahoma,April,EF1,550.0,5.6,0,CREEK
Oklahoma,April,EF1,600.0,3.8,0,TULSA
Indiana,May,EF0,25.0,0.01,0,MONTGOMERY
Kansas,May,EF3,150.0,1.9,0,FORD
Kansas,May,EF0,50.0,1.32,0,NESS
Kansas,May,EF1,100.0,4.3,0,EDWARDS
Kansas,May,EF0,50.0,3.5,0,HODGEMAN
Kansas,May,EF2,150.0,5.4,0,EDWARDS
Texas,May,EF3,500.0,4.01,0,HOWARD
Texas,May,EF0,100.0,1.52,0,HOWARD
Oklahoma,April,EF1,1000.0,12.0,0,GRADY
Oklahoma,April,EF0,20.0,0.5,0,CADDO
Alabama,April,EF0,300.0,3.03,0,BULLOCK
Alabama,April,EF0,50.0,0.77,0,MONTGOMERY
Alabama,April,EF0,250.0,0.72,0,LEE
