STATE,MONTH_NAME,TOR_F_SCALE,TOR_WIDTH,TOR_LENGTH,DEATHS_DIRECT,CZ_NAME
Missouri,January,EF0,75.0,6.98,0,GREENE
Alabama,April,EF1,100.0,0.41,0,CHOCTAW
Louisiana,January,EF2,125.0,1.2,0,ST. LANDRY
Georgia,April,EF1,440.0,4.75,0,WAYNE
Florida,April,EF0,175.0,3.06,0,SUWANNEE
Kentucky,January,EF1,25.0,2.34,0,MARSHALL
Colorado,August,EF0,50.0,0.01,0,WASHINGTON
South Carolina,January,EF0,45.0,1.21,0,HORRY
Kentucky,January,EF1,230.0,1.98,0,GRAVES
Illinois,January,EF1,50.0,0.86,0,UNION
Kentucky,January,EF1,75.0,4.48,0,TRIGG
Alabama,April,EF1,1000.0,5.36,0,WILCOX
Alabama,April,EF1,100.0,0.77,0,CLARKE
Florida,April,EF1,50.0,2.7,0,OKALOOSA
Alabama,April,EF1,75.0,0.55,0,MOBILE
Kentucky,January,EF0,50.0,4.18,0,TRIGG
Alabama,April,EF2,300.0,1.21,0,COVINGTON
Alabama,April,EF1,75.0,1.3,0,MOBILE
Kentucky,January,EF1,100.0,10.94,0,CHRISTIAN
Kentucky,January,EF1,50.0,2.61,0,CHRISTIAN
Georgia,April,EF1,580.0,4.93,0,CATOOSA
Georgia,April,EF0,50.0,0.13,0,FLOYD
Georgia,April,EF0,50.0,2.75,0,FULTON
South Carolina,May,EF2,200.0,4.96,0,LANCASTER
Oklahoma,May,EF1,120.0,0.6,0,ADAIR
Oklahoma,May,EF1,200.0,2.7,0,LE FLORE
Illinois,May,EF0,75.0,3.46,0,WOODFORD
Tennessee,April,EF2,500.0,3.04,0,BRADLEY
Tennessee,April,EF1,500.0,5.09,0,BRADLEY
Georgia,April,EF0,50.0,3.21,0,FLOYD
Georgia,April,EF0,50.0,0.61,0,HALL
California,May,EF0,20.0,0.1,0,SACRAMENTO
Tennessee,April,EF1,500.0,4.21,0,BRADLEY
Texas,April,EF1,200.0,1.24,0,BURNET
Georgia,April,EF1,250.0,12.76,1,BARTOW
Georgia,April,EF1,100.0,0.71,0,CHEROKEE
Georgia,April,EF1,200.0,4.1,0,BANKS
Texas,May,EF1,150.0,1.7,0,WICHITA
Texas,May,EF1,50.0,0.2,0,WICHITA
Nebraska,May,EF0,40.0,3.31,0,NUCKOLLS
Georgia,April,EF0,50.0,3.76,0,HARRIS
Georgia,April,EF0,100.0,2.94,0,TALBOT
Georgia,April,EF1,300.0,3.68,0,BIBB
Colorado,May,EF0,50.0,4.8,0,WELD
Colorado,May,EF0,50.0,8.0,0,WELD
Colorado,May,EF0,50.0,1.15,0,WELD
Florida,May,EF0,25.0,0.25,0,PALM BEACH
Texas,May,EFU,100.0,2.5,0,CLAY
Texas,May,EF1,50.0,2.3,0,CLAY
Texas,May,EF0,30.0,0.1,0,WICHITA
Kansas,May,EF0,30.0,0.07,0,STANTON
Georgia,April,EF3,1200.0,15.6,0,UPSON
Georgia,April,EF1,300.0,12.91,0,PUTNAM
Colorado,May,EF0,50.0,4.0,0,WELD
Texas,May,EFU,30.0,0.38,0,GARZA
Alabama,April,EF0,200.0,1.51,0,PICKENS
Georgia,April,EF0,200.0,1.03,0,LAMAR
Oklahoma,May,EF0,100.0,0.5,0,SEQUOYAH
Oklahoma,May,EF0,50.0,0.1,0,DELAWARE
South Carolina,May,EF1,200.0,6.49,0,YORK
North Carolina,May,EF0,100.0,8.63,0,GASTON
Arkansas,May,EFU,75.0,1.3,0,SEBASTIAN
Iowa,March,EF0,100.0,0.57,0,ADAMS
Iowa,March,EF1,115.0,6.9,0,ADAIR
Iowa,March,EF0,75.0,1.3,0,MARSHALL
Alabama,April,EF2,500.0,5.56,0,BLOUNT
Georgia,April,EF3,300.0,5.3,0,MONROE
Texas,May,EF1,400.0,1.35,0,MONTAGUE
Oklahoma,May,EF1,75.0,0.3,0,DELAWARE
Oklahoma,May,EF0,300.0,2.2,0,DELAWARE
Texas,April,EF1,510.0,4.45,0,LAMAR
Texas,April,EF2,810.0,10.16,0,LAMAR
Iowa,March,EFU,40.0,2.32,0,BLACK HAWK
Iowa,March,EF0,115.0,2.06,0,BLACK HAWK
Indiana,April,EF1,35.0,0.97,0,MORGAN
Texas,April,EF1,300.0,5.12,0,MCCULLOCH
Texas,April,EF1,250.0,5.62,0,CROCKETT
South Carolina,April,EF3,1000.0,14.7,1,OCONEE
Tennessee,April,EF0,800.0,1.66,0,BRADLEY
Georgia,April,EF1,350.0,6.4,0,GREENE
Colorado,May,EF0,50.0,1.4,0,WELD
Iowa,May,EF1,50.0,1.56,0,POLK
Iowa,May,EFU,20.0,0.6,0,BOONE
Iowa,May,EFU,20.0,0.21,0,BOONE
South Carolina,April,EF0,30.0,0.68,0,GREENVILLE
Tennessee,April,EF0,500.0,0.52,0,POLK
Alabama,April,EF2,875.0,12.19,0,ETOWAH
Georgia,April,EF0,50.0,1.66,0,WASHINGTON
Georgia,April,EF0,100.0,3.08,0,WASHINGTON
Texas,May,EF0,250.0,0.67,0,VAN ZANDT
Texas,May,EF0,250.0,1.5,0,KAUFMAN
Oklahoma,May,EF1,50.0,2.0,0,CLEVELAND
Oklahoma,April,EFU,100.0,0.11,0,COMANCHE
Oklahoma,April,EF2,600.0,4.6,0,CARTER
Oklahoma,April,EF2,400.0,4.25,2,MARSHALL
Georgia,April,EF0,100.0,1.01,0,WASHINGTON
Georgia,April,EF1,220.0,11.44,0,WASHINGTON
Texas,May,EF0,150.0,1.03,0,HENDERSON
Oklahoma,April,EF1,100.0,5.0,0,JOHNSTON
Oklahoma,April,EF0,30.0,0.1,0,COAL
Georgia,April,EF0,220.0,2.78,0,JEFFERSON
Oklahoma,May,EF1,525.0,4.8,0,MUSKOGEE
Oklahoma,May,EFU,75.0,1.7,0,LE FLORE
Texas,May,EF1,50.0,0.8,0,WALLER
Texas,May,EF1,75.0,1.45,0,WALLER
Iowa,March,EFU,20.0,0.32,0,BLACK HAWK
Kansas,May,EFU,50.0,0.01,0,GREELEY
Tennessee,April,EF0,75.0,1.56,0,SMITH
Texas,April,EF2,425.0,7.94,0,FANNIN
Texas,April,EFU,50.0,0.11,0,FANNIN
Texas,April,EFU,50.0,0.05,0,FANNIN
Florida,April,EF0,75.0,0.83,0,PALM BEACH
Texas,April,EF1,150.0,11.56,0,GILLESPIE
Kentucky,April,EF1,45.0,4.0,0,NELSON
Colorado,May,EFU,20.0,1.0,0,OTERO
Texas,May,EF0,50.0,1.75,0,HARRIS
Ohio,April,EF1,100.0,2.88,0,LORAIN
Ohio,April,EF1,100.0,9.81,0,SUMMIT
Texas,April,EF3,1100.0,28.51,3,POLK
Texas,April,EF0,50.0,0.22,0,LIMESTONE
Colorado,May,EF0,50.0,0.9,0,WELD
Texas,April,EF1,200.0,5.72,0,BLANCO
Georgia,April,EF1,800.0,8.89,0,CHATTOOGA
Ohio,April,EF1,125.0,0.25,0,VINTON
Tennessee,March,EF2,100.0,14.8,0,CARROLL
Tennessee,March,EF2,250.0,10.01,1,BENTON
Arkansas,March,EF1,100.0,2.97,0,GREENE
Georgia,April,EF2,800.0,5.84,0,WALKER
Georgia,April,EF2,860.0,8.88,8,MURRAY
Ohio,April,EF0,100.0,8.57,0,MEDINA
Minnesota,May,EF0,25.0,0.26,0,DAKOTA
Minnesota,May,EF0,50.0,0.55,0,FREEBORN
Tennessee,April,EF3,1500.0,12.75,2,HAMILTON
Georgia,April,EF1,350.0,5.59,0,DADE
Maryland,April,EF1,75.0,0.38,0,CARROLL
Illinois,May,EF0,75.0,4.04,0,MACON
South Carolina,April,EF2,400.0,5.47,0,GREENVILLE
Tennessee,February,EF0,100.0,1.89,0,LAWRENCE
Texas,June,EF0,50.0,0.43,0,CARSON
Florida,February,EF0,50.0,9.24,0,PINELLAS
Maryland,August,EF0,75.0,9.63,0,WORCESTER
Illinois,May,EFU,10.0,0.07,0,CLINTON
Maryland,February,EF1,200.0,1.06,0,CECIL
Tennessee,February,EF1,300.0,10.05,0,LAWRENCE
Illinois,May,EFU,100.0,2.88,0,MONTGOMERY
Tennessee,February,EF0,50.0,10.36,0,BEDFORD
Tennessee,February,EF0,50.0,6.34,0,WARREN
South Carolina,February,EF1,75.0,1.14,0,AIKEN
South Carolina,February,EF1,100.0,10.14,0,SPARTANBURG
Mississippi,February,EF1,200.0,1.2,0,GREENE
Tennessee,February,EF1,200.0,3.86,0,WHITE
Tennessee,February,EF1,250.0,6.39,0,WHITE
Alabama,February,EF1,400.0,3.75,0,LAUDERDALE
Tennessee,May,EF0,100.0,1.05,0,FRANKLIN
Alabama,February,EF1,60.0,1.32,0,COLBERT
North Carolina,February,EF0,75.0,2.99,0,GATES
Oklahoma,July,EF0,10.0,0.2,0,CLEVELAND
Montana,July,EF0,50.0,0.15,0,PETROLEUM
Montana,July,EF0,20.0,0.14,0,PETROLEUM
Minnesota,June,EF0,25.0,0.33,0,RENVILLE
South Carolina,April,EF1,50.0,11.0,0,GEORGETOWN
Florida,July,EF0,75.0,0.16,0,MANATEE
North Carolina,April,EF1,50.0,7.82,0,PENDER
North Carolina,April,EF0,15.0,0.08,0,BRUNSWICK
Alabama,February,EF1,400.0,1.29,1,MARENGO
Texas,June,EF0,25.0,1.29,0,DEAF SMITH
South Dakota,June,EFU,5.0,0.01,0,MINER
Minnesota,July,EF0,25.0,0.1,0,MARSHALL
Kansas,July,EF1,100.0,6.2,0,SEWARD
Texas,July,EFU,10.0,0.01,0,CROSBY
Missouri,July,EF0,20.0,0.27,0,CLAY
New York,July,EF0,50.0,1.75,0,ERIE
New York,July,EF1,35.0,1.5,0,CHAUTAUQUA
Illinois,July,EFU,25.0,0.1,0,LEE
North Dakota,July,EF0,30.0,0.1,0,BENSON
Mississippi,July,EF0,25.0,1.0,0,HANCOCK
Minnesota,July,EF0,50.0,7.39,0,CROW WING
Nebraska,July,EFU,10.0,0.1,0,PERKINS
Minnesota,July,EF0,20.0,0.2,0,OTTER TAIL
Nebraska,July,EFU,10.0,0.1,0,PERKINS
Nebraska,July,EFU,10.0,0.1,0,PERKINS
Nebraska,July,EFU,10.0,0.1,0,THOMAS
Colorado,July,EF0,50.0,0.01,0,SEDGWICK
Colorado,July,EF0,50.0,0.01,0,SEDGWICK
Indiana,July,EF1,80.0,2.38,0,POSEY
Indiana,July,EF1,80.0,1.95,0,VANDERBURGH
Alabama,January,EF2,1056.0,6.33,3,PICKENS
Wisconsin,July,EF1,200.0,3.62,0,TREMPEALEAU
Colorado,July,EF0,50.0,0.01,0,SEDGWICK
Colorado,July,EF0,50.0,0.01,0,PHILLIPS
Colorado,July,EF0,50.0,0.01,0,SEDGWICK
Colorado,July,EF0,50.0,0.01,0,SEDGWICK
Colorado,July,EF0,50.0,0.01,0,WASHINGTON
Colorado,July,EF0,50.0,0.01,0,WASHINGTON
Florida,August,EF0,100.0,0.17,0,MANATEE
Nebraska,July,EF2,275.0,3.4,0,DAWES
South Dakota,July,EF0,10.0,0.05,0,BUTTE
Colorado,July,EF0,50.0,0.01,0,WASHINGTON
Colorado,July,EF0,50.0,0.01,0,WASHINGTON
Colorado,July,EF0,50.0,0.01,0,WASHINGTON
Colorado,July,EF0,50.0,0.01,0,PHILLIPS
Florida,July,EF0,25.0,0.25,0,PALM BEACH
Texas,July,EFU,50.0,1.34,0,HANSFORD
New York,July,EF0,100.0,4.2,0,MONROE
Maryland,November,EF1,75.0,3.36,0,CECIL
Wisconsin,July,EF1,50.0,0.42,0,DOUGLAS
Texas,July,EF0,20.0,3.27,0,WILSON
Arizona,July,EF0,50.0,0.98,0,MOHAVE
Wisconsin,July,EF1,50.0,0.6,0,ASHLAND
Nebraska,July,EF0,130.0,4.21,0,MERRICK
North Dakota,July,EF1,50.0,0.22,0,OLIVER
Wyoming,July,EFU,50.0,3.66,0,CROOK
Wyoming,July,EF2,770.0,2.06,0,CROOK
Texas,June,EF0,50.0,0.71,0,CARSON
Mississippi,August,EF0,50.0,1.1,0,LAFAYETTE
Indiana,July,EF0,30.0,0.48,0,PIKE
Connecticut,August,EF0,25.0,0.03,0,FAIRFIELD
Minnesota,July,EF1,200.0,2.41,0,WILKIN
Minnesota,July,EF1,200.0,10.04,0,OTTER TAIL
Illinois,July,EFU,10.0,0.31,0,WHITESIDE
South Dakota,July,EF2,770.0,5.05,0,LAWRENCE
Illinois,July,EF0,50.0,0.98,0,MORGAN
South Dakota,July,EF1,250.0,14.81,0,LAWRENCE
South Dakota,July,EF0,500.0,11.54,0,BENNETT
Minnesota,July,EF1,250.0,18.69,0,OTTER TAIL
Mississippi,November,EF1,50.0,2.0,0,PIKE
Illinois,July,EFU,10.0,0.12,0,TAZEWELL
Illinois,July,EF0,50.0,3.16,0,SANGAMON
Illinois,July,EF0,100.0,0.64,0,SANGAMON
Texas,July,EFU,25.0,0.1,0,REFUGIO
Texas,July,EF0,100.0,0.6,0,LIVE OAK
Minnesota,July,EF2,300.0,2.0,0,OTTER TAIL
Minnesota,July,EF4,650.0,6.5,1,OTTER TAIL
Texas,July,EF0,45.0,0.14,0,RANDALL
Illinois,July,EFU,10.0,0.13,0,TAZEWELL
Illinois,July,EFU,10.0,0.21,0,MCLEAN
Texas,July,EF0,100.0,2.52,0,LIVE OAK
North Dakota,July,EF1,40.0,0.25,0,BENSON
Illinois,July,EF1,100.0,4.36,0,SANGAMON
North Dakota,August,EF0,40.0,0.29,0,CAVALIER
Arkansas,July,EF0,25.0,0.05,0,GREENE
Minnesota,July,EF4,650.0,2.36,0,GRANT
Minnesota,July,EF1,30.0,1.5,0,BECKER
Minnesota,July,EF1,150.0,3.16,0,MARSHALL
Illinois,July,EF0,50.0,0.57,0,MONTGOMERY
Illinois,July,EF0,75.0,3.21,0,MONTGOMERY
Colorado,July,EFU,50.0,2.33,0,BENT
Illinois,July,EF0,30.0,0.26,0,MASSAC
Mississippi,November,EF1,175.0,0.74,0,HINDS
North Dakota,July,EFU,25.0,0.23,0,MCLEAN
South Dakota,July,EF2,150.0,2.66,0,MCPHERSON
Minnesota,July,EF0,40.0,0.4,0,CLAY
Minnesota,August,EF0,85.0,1.97,0,MEEKER
Minnesota,August,EF0,65.0,1.31,0,MORRISON
Arkansas,August,EF2,100.0,14.02,0,RANDOLPH
Nebraska,August,EFU,50.0,0.23,0,SCOTTS BLUFF
Minnesota,August,EF1,50.0,3.19,0,KANDIYOHI
Minnesota,August,EF0,25.0,0.31,0,MEEKER
Louisiana,January,EF2,300.0,6.26,0,CLAIBORNE
Kansas,August,EFU,50.0,1.24,0,GREELEY
Kansas,August,EFU,100.0,1.34,0,GREELEY
Wisconsin,August,EF0,50.0,3.29,0,WALWORTH
Wisconsin,August,EF1,150.0,4.5,0,KENOSHA
Virginia,August,EF0,75.0,1.2,0,BOTETOURT
South Dakota,August,EF0,10.0,0.02,0,TRIPP
Minnesota,August,EF0,75.0,1.2,0,POPE
Minnesota,August,EF1,250.0,2.44,0,MCLEOD
Minnesota,August,EF0,150.0,2.94,0,MORRISON
North Carolina,August,EF1,180.0,0.71,0,BEAUFORT
Wyoming,August,EF0,20.0,0.19,0,FREMONT
Minnesota,August,EF0,50.0,0.61,0,DOUGLAS
Minnesota,August,EF1,200.0,5.14,0,TODD
Minnesota,August,EF0,25.0,0.95,0,MEEKER
Minnesota,August,EF0,75.0,0.28,0,CARVER
Indiana,April,EF0,450.0,5.73,0,OHIO
Ohio,April,EF0,350.0,3.3,0,HAMILTON
North Carolina,August,EF1,40.0,2.33,0,PAMLICO
North Carolina,August,EF1,50.0,0.08,0,BEAUFORT
Arkansas,August,EF0,50.0,1.26,0,WOODRUFF
Minnesota,August,EF0,75.0,0.77,0,MORRISON
Minnesota,August,EF0,125.0,1.08,0,TODD
Minnesota,August,EF0,50.0,0.4,0,HENNEPIN
Indiana,April,EF0,200.0,5.25,0,OHIO
Indiana,April,EF0,75.0,0.18,0,RIPLEY
Indiana,April,EF0,150.0,0.96,0,DEARBORN
North Carolina,August,EF1,40.0,0.17,0,MARTIN
North Carolina,August,EF1,70.0,0.19,0,BEAUFORT
Minnesota,August,EF0,50.0,6.59,0,KANDIYOHI
Minnesota,August,EF0,200.0,5.65,0,MORRISON
Indiana,April,EF0,60.0,0.15,0,OHIO
Virginia,December,EF1,150.0,0.3,0,SUFFOLK (C)
Virginia,December,EF1,200.0,2.2,0,SUFFOLK (C)
Minnesota,August,EF0,300.0,2.16,0,MCLEOD
Minnesota,August,EF0,85.0,5.34,0,KANDIYOHI
South Dakota,August,EF0,10.0,0.09,0,MARSHALL
Indiana,April,EF1,450.0,2.49,0,RIPLEY
Indiana,April,EF0,220.0,2.6,0,RIPLEY
Alabama,August,EF1,115.0,5.56,0,CULLMAN
Alabama,August,EF0,40.0,0.04,0,CULLMAN
Texas,December,EF0,75.0,0.98,0,NAVARRO
Minnesota,August,EF0,65.0,0.39,0,HENNEPIN
Kentucky,April,EF0,50.0,0.5,0,GALLATIN
Kentucky,April,EF1,500.0,2.4,0,GRANT
Kentucky,April,EF0,100.0,1.2,0,KENTON
New Mexico,August,EF0,20.0,0.01,0,BERNALILLO
New Mexico,July,EF0,30.0,0.04,0,UNION
Alabama,August,EF0,40.0,0.18,0,MORGAN
South Dakota,August,EF0,10.0,0.02,0,TRIPP
Alabama,August,EF1,325.0,8.75,0,WINSTON
Kentucky,April,EF0,50.0,1.03,0,ROBERTSON
Virginia,August,EF0,100.0,2.58,0,AUGUSTA
Ohio,April,EF0,50.0,2.4,0,BROWN
Virginia,August,EF0,75.0,0.16,0,ALBEMARLE
Minnesota,August,EF1,150.0,2.7,0,CARLTON
Ohio,April,EF0,300.0,6.2,0,HAMILTON
Minnesota,August,EF1,100.0,1.5,0,AITKIN
Minnesota,August,EF0,100.0,2.0,0,CARLTON
Kentucky,April,EF0,50.0,1.2,0,MASON
Ohio,April,EF0,75.0,0.8,0,CLERMONT
Arkansas,August,EF1,50.0,0.89,0,CRAIGHEAD
Florida,August,EF0,160.0,0.5,0,MIAMI-DADE
Florida,April,EF2,400.0,7.89,0,JACKSON
Nebraska,August,EF0,10.0,0.1,0,BROWN
Wisconsin,September,EF0,50.0,0.8,0,IRON
Wisconsin,August,EF1,250.0,2.85,0,FOREST
Wisconsin,August,EF1,250.0,0.71,0,FLORENCE
Tennessee,August,EF0,65.0,1.53,0,WARREN
Tennessee,August,EF0,50.0,2.38,0,PUTNAM
New Hampshire,August,EF0,50.0,1.54,0,BELKNAP
Illinois,August,EF1,250.0,10.47,0,KENDALL
Illinois,August,EF1,300.0,3.19,0,COOK
Illinois,August,EF1,250.0,3.98,0,WILL
Alabama,August,EFU,50.0,0.12,0,MADISON
South Carolina,September,EF0,25.0,4.99,0,FLORENCE
South Carolina,September,EF0,20.0,2.24,0,FLORENCE
North Carolina,September,EF0,20.0,0.09,0,PENDER
Maryland,August,EF1,100.0,3.01,0,CALVERT
South Dakota,August,EF0,20.0,0.21,0,DEUEL
South Dakota,August,EF1,40.0,0.91,0,DEUEL
South Dakota,August,EF0,30.0,0.73,0,DEUEL
North Carolina,September,EF0,20.0,0.15,0,NEW HANOVER
South Carolina,September,EF0,25.0,0.19,0,HORRY
Virginia,August,EF1,150.0,21.0,0,SUFFOLK (C)
Minnesota,August,EF0,25.0,0.2,0,HUBBARD
Florida,September,EF0,50.0,7.77,0,CALHOUN
Maryland,August,EF0,75.0,1.47,0,ST. MARY'S
South Dakota,August,EF0,50.0,0.12,0,DEUEL
South Dakota,August,EF1,40.0,2.83,0,SPINK
Florida,September,EF0,50.0,2.15,0,JACKSON
Maryland,August,EF0,100.0,5.24,0,ST. MARY'S
South Dakota,August,EF0,40.0,1.83,0,SPINK
Illinois,August,EF0,50.0,1.58,0,WINNEBAGO
Illinois,August,EF1,300.0,4.84,0,COOK
Iowa,August,EFU,40.0,0.92,0,LINN
Maryland,August,EF0,175.0,0.82,0,CALVERT
Indiana,August,EF0,40.0,0.86,0,NEWTON
Illinois,August,EF1,300.0,6.03,0,WINNEBAGO
Illinois,August,EF0,150.0,1.47,0,KANKAKEE
Louisiana,August,EF0,10.0,0.05,0,ASSUMPTION
Illinois,August,EF1,300.0,3.15,0,BOONE
Illinois,August,EF1,200.0,2.15,0,DU PAGE
Colorado,August,EFU,10.0,0.1,0,OTERO
Texas,September,EFU,30.0,0.01,0,HALL
South Dakota,August,EF2,300.0,1.6,1,HAND
Illinois,August,EF0,40.0,6.28,0,DE KALB
Illinois,August,EF0,350.0,1.97,0,COOK
Georgia,September,EF1,200.0,0.16,0,WARE
Georgia,September,EF1,150.0,2.66,0,EFFINGHAM
Texas,November,EF2,150.0,5.05,0,TARRANT
Wisconsin,August,EF1,250.0,5.89,0,VILAS
Virginia,August,EF0,100.0,11.7,0,SUFFOLK (C)
Virginia,September,EF0,50.0,1.5,0,SOUTHAMPTON
North Carolina,September,EF0,20.0,0.1,0,PAMLICO
North Carolina,September,EF1,25.0,0.15,0,CARTERET
Alabama,August,EF1,100.0,2.56,0,WINSTON
Illinois,August,EF1,150.0,1.75,0,LAKE
Illinois,August,EF1,200.0,5.73,0,MCHENRY
Illinois,August,EF0,50.0,4.59,0,STEPHENSON
Virginia,August,EF1,200.0,0.8,0,JAMES CITY
Virginia,August,EF1,250.0,4.7,0,GLOUCESTER
Virginia,September,EF0,75.0,4.3,0,ISLE OF WIGHT
Maryland,September,EF0,100.0,6.05,0,ANNE ARUNDEL
Wisconsin,August,EF0,50.0,0.55,0,GRANT
Illinois,August,EF1,100.0,0.36,0,DU PAGE
Texas,August,EF1,200.0,1.83,0,GRAY
Ohio,September,EF0,150.0,3.21,0,DELAWARE
North Dakota,August,EFU,100.0,2.24,0,LA MOURE
North Dakota,August,EF1,100.0,0.87,0,LA MOURE
North Dakota,August,EFU,50.0,0.3,0,LA MOURE
Illinois,August,EF1,150.0,0.9,0,LA SALLE
Wisconsin,August,EF1,400.0,6.18,0,VILAS
North Dakota,August,EFU,100.0,4.36,0,MOUNTRAIL
New Hampshire,August,EF0,50.0,1.65,0,CARROLL
Illinois,August,EF1,40.0,1.21,0,KANE
Louisiana,April,EF1,150.0,1.91,0,RICHLAND
Louisiana,April,EF0,50.0,1.28,0,RICHLAND
Mississippi,April,EF2,300.0,14.29,0,CLARKE
Tennessee,September,EF0,25.0,2.8,0,WILLIAMSON
Minnesota,August,EF0,10.0,0.03,0,NOBLES
Georgia,April,EF1,250.0,5.8,0,LIBERTY
Virginia,August,EF1,500.0,1.4,0,NORTHUMBERLAND
Missouri,September,EF0,50.0,2.1,0,PEMISCOT
Delaware,August,EF1,400.0,1.4,0,SUSSEX
Maryland,August,EF0,35.0,0.74,0,QUEEN ANNE'S
Mississippi,April,EF2,2640.0,16.85,0,JONES
Mississippi,April,EF2,1500.0,8.72,0,MARION
Mississippi,April,EF1,480.0,3.0,0,JEFFERSON DAVIS
Minnesota,July,EF0,125.0,2.43,0,NICOLLET
Minnesota,July,EF0,75.0,1.26,0,CHISAGO
North Carolina,August,EF1,30.0,2.59,0,BRUNSWICK
New Jersey,August,EF1,150.0,4.24,0,CAPE MAY
Mississippi,April,EF1,2207.0,18.34,0,LAMAR
Mississippi,April,EF4,2275.0,16.34,1,MARION
Mississippi,April,EF4,3960.0,15.27,0,COVINGTON
Mississippi,April,EF3,1580.0,22.66,0,COVINGTON
Mississippi,April,EF4,2640.0,9.99,4,JEFFERSON DAVIS
Mississippi,April,EF4,1760.0,22.16,0,JASPER
Mississippi,April,EF3,2041.0,16.44,0,JEFFERSON DAVIS
Delaware,August,EF1,400.0,0.74,0,KENT
Delaware,August,EF2,500.0,20.89,0,NEW CASTLE
New Jersey,August,EF1,100.0,3.32,0,OCEAN
Mississippi,April,EF1,550.0,26.84,0,JASPER
Mississippi,April,EF3,1936.0,2.8,2,LAWRENCE
Mississippi,April,EF3,1170.0,11.17,0,LAWRENCE
Mississippi,April,EF1,860.0,3.38,0,SMITH
Mississippi,April,EF1,1400.0,3.97,0,CLARKE
Mississippi,April,EF4,3520.0,16.04,3,JONES
Mississippi,April,EF1,960.0,2.73,0,JONES
Wisconsin,July,EF0,25.0,0.09,0,DUNN
Minnesota,July,EF1,400.0,3.23,0,WASHINGTON
Minnesota,July,EF0,180.0,2.85,0,WASHINGTON
Wisconsin,July,EF0,150.0,2.9,0,CHIPPEWA
Minnesota,July,EF1,50.0,1.89,0,SIBLEY
Georgia,April,EF0,250.0,3.09,0,BRYAN
Wisconsin,July,EF0,25.0,0.19,0,POLK
Wisconsin,July,EF0,20.0,1.54,0,BARRON
Louisiana,April,EF1,75.0,0.85,0,CATAHOULA
South Carolina,August,EF0,30.0,0.2,0,GEORGETOWN
Minnesota,July,EF0,15.0,0.18,0,SIBLEY
South Dakota,August,EF1,25.0,0.61,0,KINGSBURY
Louisiana,April,EF1,75.0,1.19,0,CATAHOULA
Wisconsin,July,EF0,400.0,6.23,0,PIERCE
Colorado,July,EFU,30.0,0.62,0,KIT CARSON
Colorado,July,EFU,75.0,1.52,0,CHEYENNE
Wisconsin,July,EF0,25.0,3.45,0,CHIPPEWA
Georgia,April,EF1,500.0,3.2,0,LONG
Maryland,August,EF2,150.0,1.3,0,WICOMICO
Virginia,August,EF1,100.0,2.2,0,NORTHUMBERLAND
Georgia,September,EF0,50.0,5.26,0,BROOKS
Georgia,September,EF0,50.0,2.97,0,BROOKS
Delaware,August,EF1,200.0,2.98,0,KENT
Delaware,August,EF2,500.0,14.89,0,KENT
North Carolina,August,EF0,20.0,1.6,0,BRUNSWICK
Minnesota,July,EF1,150.0,2.96,0,ISANTI
Georgia,April,EF1,200.0,4.99,0,SCREVEN
Maryland,August,EF0,100.0,2.7,0,WICOMICO
Georgia,September,EF0,50.0,2.3,0,THOMAS
Georgia,September,EF0,50.0,2.22,0,COOK
Louisiana,April,EF0,50.0,0.2,0,CATAHOULA
Mississippi,April,EF0,1230.0,11.43,0,RANKIN
South Carolina,April,EF1,500.0,17.33,0,COLLETON
South Carolina,April,EF4,1300.0,23.73,5,HAMPTON
Louisiana,April,EF1,300.0,1.28,0,CATAHOULA
South Carolina,April,EF1,60.0,0.3,0,CHARLESTON
South Carolina,April,EF1,400.0,2.5,0,BERKELEY
South Carolina,April,EF1,50.0,1.44,0,COLLETON
South Carolina,April,EF1,100.0,3.14,0,COLLETON
South Carolina,April,EF1,150.0,2.29,0,DORCHESTER
Colorado,July,EFU,30.0,0.49,0,KIT CARSON
South Carolina,April,EF1,200.0,0.91,0,HAMPTON
South Carolina,April,EF1,120.0,1.25,0,CHARLESTON
South Carolina,April,EF2,140.0,1.16,0,COLLETON
South Carolina,April,EF3,400.0,5.74,0,BERKELEY
Arkansas,September,EF1,100.0,3.2,0,CONWAY
California,September,EF2,50.0,12.02,0,MADERA
South Carolina,April,EF0,200.0,0.93,0,BERKELEY
South Carolina,April,EF0,300.0,5.85,0,ALLENDALE
New Jersey,August,EF0,70.0,1.2,0,MONMOUTH
North Carolina,August,EF1,25.0,0.27,0,BRUNSWICK
Arkansas,September,EF2,150.0,5.3,0,CLEBURNE
California,September,EF1,25.0,1.12,0,FRESNO
Delaware,August,EF1,450.0,4.17,0,NEW CASTLE
Georgia,April,EF0,100.0,0.36,0,LONG
Arkansas,September,EF0,50.0,3.2,0,FAULKNER
Florida,August,EF0,15.0,0.43,0,BREVARD
Mississippi,April,EF0,50.0,3.15,0,JASPER
New Mexico,July,EF0,30.0,0.35,0,SOCORRO
North Carolina,August,EF2,80.0,8.3,0,BRUNSWICK
Oklahoma,November,EF1,200.0,3.0,0,HASKELL
North Carolina,August,EF1,40.0,1.48,0,BRUNSWICK
Oklahoma,November,EF1,250.0,4.0,0,LE FLORE
Louisiana,April,EF1,200.0,0.92,0,MOREHOUSE
Louisiana,April,EF1,500.0,1.01,0,RICHLAND
Tennessee,September,EF0,50.0,2.1,0,LAKE
